sexe	naissance	origine_geo	residence	conjugal1	conjugal2	familial1	familial2	nb_enfants	situation_pro1	situation_pro2	situation_pro_autre	profession	diplome	pro_poker	exp_poker	is_jeu_avant	what_jeu_avant1	what_jeu_avant2	what_jeu_avant3	what_jeu_avant4	what_jeu_avant5	what_jeu_avant6	what_jeu_avant7	what_jeu_avant8	what_jeu_avant9	what_jeu_avant10	what_jeu_avant11	what_jeu_avant12	what_jeu_avant13	what_jeu_avant_autre	how_decouvert	how_decouvert_2	how_decouvert_3	how_decouvert_4	how_decouvert_5	how_decouvert_6	how_decouvert_7	how_decouvert_autre	1partie_1	1partie_2	1partie_3	1somme	depuis1	depuis2	depuis3	depuis4	depuis5	depuis6	depuis7	depuis_autre	progres_max1	progres_max2	progres_max3	progres_max4	progres_max5	progres_max6	progres_max7	progres_max8	progres_max9	progres_max_autre	variante1	variante2	variante3	variante4	variante5	var_tour1	var_tour2	var_tour3	var_arg1	var_arg2	var_arg3	variante_autre	variante_max1	variante_max2	variante_max3	variante_max4	variante_max5	var_tour_max1	var_tour_max2	var_tour_max3	var_arg_max1	var_arg_max2	var_tour_max3	internet_par_semaine	internet_jour	internet_heure	internet_heure2	sites	somme_compte	retire_compte	somme_internet	somme_live	calcul	bluff	chance	lecture	argent	autre_dimension	is_jeu_apres	what_jeu_apres1	what_jeu_apres2	what_jeu_apres3	what_jeu_apres4	what_jeu_apres5	what_jeu_apres6	what_jeu_apres7	what_jeu_apres8	what_jeu_apres9	what_jeu_apres10	what_jeu_apres11	what_jeu_apres_autre	is_autre_jeusport	what_autre_jeusport	is_sport	is_FPT_1	code_sexe	code_age_1	code_age_2	code_age_3	code_diplome	code_profession	code_profession_2	code_emploi	code_agglo_1	code_agglo_2		code_conj	code_enfants	code_pro	code_anciennete_1	code_anciennete_2	code_nbsite	code_1exp_1	code_1exp_2		code_expmaj	code_expmaj2				code_somme_p1_v1	code_somme_p1_v2	code_somme_pni_v1	code_somme_pni_v2	code_somme_pnl_v1	code_somme_pnl_v2																																																																																		code_nbj_l_v1	code_nbj_l_v2		code_reg_v1	code_reg_v2																																	
Masculin	1989	Soissons	Courmelles	En concubinage	0		0	0	Temps complet	0		Cariste	Bep	Amateur	2 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Emission TV	0	0	0	0	0	0		Entre amis	0	0	Moins de 5E	Entre amis	Sur Internet	Dans un cercle de jeu	0	0	0	0		En jouant en live	En regardant des émissions TV	En lisant des ouvrages spécialisés	0	0	0	0	0	0		Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0		Texas hold'em	0	0	0	0	Tournoi	0	0	Freeroll	0	0	Non	0	Plutôt la nuit	0	Winamax	0	Oui	Aucune	Entre 20 et 50E	2	3	4	1	5		Non	0	0	0	0	0	0	0	0	0	0	0		Non	 	Non	Non	Masculin	18 à 24 ans	18 à 24 ans	18 à 24 ans	BEP, CAP	Ouvriers	Ouvriers	Temps complet	Moins de 2000 habitants	Moins de 2000 habitants	0	En concubinage	0	Amateur	2 ans	2 ans	2 sites	Emission TV	0	0	Entre amis	0	0	Initiation en live	0	Moins de 5E	Moins de 5E	Aucune	Aucune	Entre 20 et 50E	Entre 20 et 50E	Entre amis	Sur Internet	Dans un cercle de jeux	0	0	0	0	Entre amis	Dans un cercle de jeux	0	0	0	0	Parties privées	Internet	Cercles de jeux	0	0	0	0	Non	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	En regardant des émissions TV	En lisant des ouvrages spécialisés	0	0	0	0	0	0	Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0	Non	Expérience d'un tournoi live	Texas hold'em	0	0	0	0	Tournoi	0	0	Freeroll	0	0	Non	Non	Non pratiqué	Pratique on-line irrégulière	Pratique online irrégulière	0	Plutôt la nuit	0	Moins de 10E	Moins de 10E	Oui	2	2	3	3	4	4	1	1	5	5	0	0	0	Non	0	0	0	0	0	0	Non	Moins de 10E	Entre 20 et 50E	Entre 2 et 3 ans	18 à 34 ans	Pas une seule fois	Entre 2 et 3 ans
Masculin	1980	Brétigny sur Orge 91220	Cheptorinville 91630	Marié(e), Pacsé(e)	0		0	1	Temps complet	0		formaticien	Bac+5	Amateur	3 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Amis	0	0	0	0	0	0		Entre amis	0	0	Aucune	Entre amis	0	0	0	0	0	0		En jouant en live	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0	Non	0	0	0	Everest, Winamax	0	Non	Aucune	Aucune	2	4	3	5	1		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Course à pied 	Oui	Oui	Masculin	25 à 34 ans	25 à 34 ans	25 à 34 ans	BAC+4 et plus	Professions intermédiaires	Professions intermédiaires	Temps complet	Moins de 2000 habitants	Moins de 2000 habitants	0	Marié(e), Pacsé(e)	1 enfant	Amateur	3 ans	3 ans	0	Amis	0	0	Entre amis	0	0	Initiation en live	0	Aucune	Aucune	Aucune	Aucune	Aucune	Aucune	Entre amis	0	0	0	0	0	0	Entre amis	0	0	0	0	0	Parties privées	0	0	0	0	0	0	Non	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	0	0	0	0	0	0	0	0	Texas hold'em	0	0	0	0	0	0	0	0	0	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	0	0	0	0	0	0	Non	Non	Non pratiqué	Pratique on-line irrégulière	Pratique online irrégulière	0	0	0	Moins de 10E	Moins de 10E	Non	2	2	4	4	3	3	5	5	1	1	0	0	0	Oui	Course à pied (marathon, triathlon, footing, jogging, running, etc.)	0	0	Course à pied (marathon, triathlon, footing, jogging, running, etc.)	0	0	Oui	Moins de 10E	Moins de 10E	Entre 2 et 3 ans	18 à 34 ans	Pas une seule fois	Entre 2 et 3 ans
Masculin	1941	saint mars la brière	Montfort le Gesnois	En concubinage	0		0	5	Retraité	0		Technicien	CAP	Amateur	2 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Internet	0	0	0	0	0	0		Sur Internet	0	0	Aucune	Sur Internet	0	0	0	0	0	0		En jouant sur Internet	0	0	0	0	0	0	0	0		Omaha	0	0	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0	2 fois	0	0	0	Winamax	20	Non	Aucune	Moins de 5E	1	0	1	0	0		Non	0	0	0	0	0	0	0	0	0	0	0		Non	 	Non	Oui	Masculin	65 ans et plus	55 ans et plus	45 ans et +	BEP, CAP	Professions intermédiaires	Professions intermédiaires	Retraité	2 000 habitants	2 000 habitants	0	En concubinage	4 enfants et plus	Amateur	2 ans	2 ans	2 sites	Internet	0	0	Sur Internet	0	0	Initiation online	0	Aucune	Aucune	Aucune	Aucune	Moins de 5E	Moins de 5E	Sur Internet	0	0	0	0	0	0	0	0	0	0	0	0	Internet	0	0	0	0	0	0	Non	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	0	0	0	0	0	0	0	0	Omaha	0	0	0	0	0	0	0	0	0	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	0	0	0	0	0	0	2 fois	2 fois	Moins d'un jour sur deux	Pratique on-line régulière	Pratique online régulière	0	0	0	10 à 99E	10 à 99E	Non	1	1	Non réponse	0	1	1	Non réponse	0	Non réponse	0	0	0	0	Non	0	0	0	0	0	0	Non	Moins de 10E	Moins de 10E	Entre 2 et 3 ans	65 ans et plus	Moins d'un jour sur deux	Entre 2 et 3 ans
Masculin	1985		Falaise	0	0		0	1	Temps complet	0		Barman	Licence	Amateur	2 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	0	0	0	0	0	0	0	0	0	0		Emission TV	Amis	0	0	0	0	0		Entre amis	0	0	Entre 5 et 10E	Entre amis	Entre collègues de travail	Sur Internet	Dans un casino	Dans un cercle de jeu	Dans une association	0		En jouant en live	En jouant sur Internet	En lisant des magazines	0	0	0	0	0	0		Texas hold'em	Omaha	Stud	Dealer's choice	0	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0		Texas hold'em	0	0	0	0	Tournoi	0	0	Argent réel	0	0	3 fois	En semaine et le week-end	Plutôt le soir	0	Winamax	100	Oui	Entre 10 et 20E	Moins de 5E	1	3	4	2	5	Patience	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Jeux de casino en ligne	0	0	0	0	0	0	0		Oui	Tennis 	Oui	Oui	Masculin	25 à 34 ans	25 à 34 ans	25 à 34 ans	BAC+2 ou +3	Employés	Employés	Temps complet	2 000 habitants	2 000 habitants	0	0	1 enfant	Amateur	2 ans	2 ans	1 site	Emission TV	Amis	0	Entre amis	0	0	Initiation en live	0	Entre 5 et 10E	Entre 5 et 10E	Entre 10 et 20E	Entre 10 et 20E	Moins de 5E	Moins de 5E	Entre amis	Entre collègues de travail	Sur Internet	Dans un casino	Dans un cercle de jeux	Dans une association	0	Entre amis	Entre collègues de travail	Dans un casino	Dans un cercle de jeux	Dans une association	0	Parties privées	Internet	Casinos	Cercles de jeux	Clubs	0	0	Oui	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	0	0	0	0	0	0	0	0	0	0	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Rapido	Jeux de casino en ligne	0	0	0	0	0	0	0	0	0	En jouant en live	En jouant sur Internet	En lisant des magazines	0	0	0	0	0	0	Texas hold'em	Omaha	Stud	Dealer's choice	0	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	Tournoi	0	0	Argent réel	0	0	3 fois	3 fois	Moins d'un jour sur deux	Pratique on-line régulière	Pratique online régulière	En semaine et le week-end	Plutôt le soir	0	100 à 999E	100 à 999E	Oui	1	1	3	3	4	4	2	2	5	5	La patience, la maîtrise de soi, le sérieux	0	0	Oui	Sports de raquette (tennis, badmington, tennis de table, squash, golf, etc.)	0	0	Sports de raquette (tennis, badmington, tennis de table, squash, golf, etc.)	0	0	Oui	Entre 10 et 20E	Moins de 10E	Entre 2 et 3 ans	18 à 34 ans	Moins d'un jour sur deux	Entre 2 et 3 ans
Masculin	1960		28	Marié(e), Pacsé(e)	0		0	2	Temps complet	0		Cadre administratif	Licence	Amateur	plus de 6 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		Entre amis	0	0	Plus de 50E	Entre amis	Sur Internet	Dans un casino	Dans un cercle de jeu	Dans une association	0	0		En jouant en live	En explorant différentes variantes du poker	0	0	0	0	0	0	0		Texas hold'em	Omaha	Stud	Poker fermé	Dealer's choice	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel		Texas hold'em	Omaha	0	0	0	Tournoi	Cash game	0	0	0	0	Tous les jours	0	Plutôt le soir	0	Pokerstars	100	Oui	Moins de 5E	Entre 20 et 50E	3	5	1	4	2	Patience	Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Echecs 	Non	Non	Masculin	45 à 54 ans	45 à 54 ans	45 ans et +	BAC+2 ou +3	Cadres et professions intellectuelles supérieures	Cadres et professions intellectuelles supérieures	Temps complet	Non classé	0	0	Marié(e), Pacsé(e)	2 enfants	Amateur	6 ans et plus	6 ans et plus	1 site	0	0	0	Entre amis	0	0	Initiation en live	0	Plus de 50E	Plus de 50E	Moins de 5E	Moins de 5E	Entre 20 et 50E	Entre 20 et 50E	Entre amis	Sur Internet	Dans un casino	Dans un cercle de jeux	Dans une association	0	0	Entre amis	Dans un casino	Dans un cercle de jeux	Dans une association	0	0	Parties privées	Internet	Casinos	Cercles de jeux	Clubs	0	0	Non	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	En explorant différentes variantes du poker	0	0	0	0	0	0	0	Texas hold'em	Omaha	Stud	Poker fermé	Dealer's choice	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel	Non	Expérience d'un tournoi live	Texas hold'em	Omaha	0	0	0	Tournoi	Cash game	0	0	0	0	Tous les jours	Tous les jours	Tous les jours	Pratique on-line quotidienne	Pratique online quotidienne	0	Plutôt le soir	0	100 à 999E	100 à 999E	Oui	3	3	5	5	1	1	4	4	2	2	La patience, la maîtrise de soi, le sérieux	0	0	Oui	Jeux de société (échecs, go, backgammon, etc.)	0	0	Jeux de société (échecs, go, backgammon, etc.)	0	0	Non	Moins de 10E	Entre 20 et 50E	6 ans et plus	45 à 54 ans	Plus d'un jour sur deux	6 ans et plus
Masculin	1974	Clichy 92	Confolens 16	Célibataire	0		0	1	Temps complet	0		commercial	BEPC	Amateur	1 an	Oui	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Paris sportifs	Paris sportifs en ligne	Machines à sous	0	0	0	0	0	0	0	0	0		Emission TV	0	0	0	0	0	0		Entre amis	0	0	Entre 5 et 10E	Entre amis	Sur Internet	0	0	0	0	0		En jouant sur Internet	En discutant avec des joueurs	0	0	0	0	0	0	0		Texas hold'em	Omaha	0	0	0	Sit & go	0	0	Argent fictif	Freeroll	Argent réel		Texas hold'em	0	0	0	0	0	0	0	0	0	0	4 fois	0	Plutôt en journée	Plutôt le soir	Winamax, Fulltilt, sajoo	50	Oui	Moins de 5E	Entre 5 et 10E	1	4	3	2	5	Patience	Oui	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Paris sportifs	Paris sportifs en ligne	Machines à sous	0	0	0	0	0	0	0		Oui	Football 	Oui	Oui	Masculin	35 à 44 ans	35 à 44 ans	35 à 44 ans	Aucun diplôme	Employés	Employés	Temps complet	2 000 habitants	2 000 habitants	0	Célibataire	1 enfant	Amateur	1 ans	1 ans	4 sites et plus	Emission TV	0	0	Entre amis	0	0	Initiation en live	0	Entre 5 et 10E	Entre 5 et 10E	Moins de 5E	Moins de 5E	Entre 5 et 10E	Entre 5 et 10E	Entre amis	Sur Internet	0	0	0	0	0	Entre amis	0	0	0	0	0	Parties privées	Internet	0	0	0	0	0	Oui	Oui	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Paris sportifs	Paris sportifs en ligne	Machines à sous	0	0	0	0	0	0	0	0	0	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Paris sportifs	Paris sportifs en ligne	Machines à sous	0	0	0	0	0	0	0	0	0	En jouant sur Internet	En discutant avec des joueurs	0	0	0	0	0	0	0	Texas hold'em	Omaha	0	0	0	Sit & go	0	0	Argent fictif	Freeroll	Argent réel	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	0	0	0	0	0	0	4 fois	4 fois	Plus d'un jour sur deux	Pratique on-line très régulière	Pratique online régulière	0	Plutôt en journée	Plutôt le soir	10 à 99E	10 à 99E	Oui	1	1	4	4	3	3	2	2	5	5	La patience, la maîtrise de soi, le sérieux	0	0	Oui	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Oui	Moins de 10E	Moins de 10E	Entre 0 et 1 ans	35 à 44 ans	Plus d'un jour sur deux	Entre 0 et 1 ans
Masculin	1977	NancyOrléans	1	0	0		0	0	Temps complet	0		Militaire	BTS	Amateur	3 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Machines à sous	0	0	0	0	0	0	0	0	0	0	0		Amis	0	0	0	0	0	0		Dans une association ou un club	0	0	Entre 10 et 20E	Entre amis	Dans une association	0	0	0	0	0		En jouant en live	En explorant différentes variantes du poker	0	0	0	0	0	0	0		Texas hold'em	Stud	Omaha	Poker fermé	Dealer's choice	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0		Texas hold'em	Omaha	0	0	0	0	0	0	Argent réel	0	0	Non	0	0	0	Winamax	0	Non	Aucune	Entre 10 et 20E	0	0	0	0	0		Oui	Machines à sous	0	0	0	0	0	0	0	0	0	0		Non	 	Non	Non	Masculin	25 à 34 ans	25 à 34 ans	25 à 34 ans	BAC+2 ou +3	Employés	Employés	Temps complet	Non classé	0	0	0	0	Amateur	3 ans	3 ans	1 site	Amis	0	0	0	0	0	0	0	Entre 10 et 20E	Entre 10 et 20E	Aucune	Aucune	Entre 10 et 20E	Entre 10 et 20E	Entre amis	Dans une association	0	0	0	0	0	Entre amis	Dans une association	0	0	0	0	Parties privées	Clubs	0	0	0	0	0	Oui	Oui	Jeux de grattage (Banco, Astro, etc.)	Machines à sous	0	0	0	0	0	0	0	0	0	0	0	Machines à sous	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	En explorant différentes variantes du poker	0	0	0	0	0	0	0	Texas hold'em	Stud	Omaha	Poker fermé	Dealer's choice	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0	Non	Expérience d'un tournoi live	Texas hold'em	Omaha	0	0	0	0	0	0	Argent réel	0	0	Non	Non	Non pratiqué	Pratique on-line irrégulière	Pratique online irrégulière	0	0	0	Moins de 10E	Moins de 10E	Non	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	Non réponse	0	0	0	0	Non	0	0	0	0	0	0	Non	Moins de 10E	Entre 10 et 20E	Entre 2 et 3 ans	18 à 34 ans	Pas une seule fois	Entre 2 et 3 ans
Masculin	1976	Anvers	Emalleville	Marié(e), Pacsé(e)	0		Domicile conjugal	2	Temps complet	0		Ingénieur méthodes et développement	Bac+4	Amateur	6 mois	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	0	0	0	0	0	0	0	0	0	0	0		Emission TV	0	0	0	0	0	0		Sur Internet	0	0	Aucune	Sur Internet	0	0	0	0	0	0		En jouant sur Internet	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	Cash game	0	0	Argent fictif	0	0		Texas hold'em	0	0	0	0	Cash game	0	0	Argent fictif	0	0	1 fois	Uniquement le week-end	0	0	Winamax	0	Non	Aucune	Aucune	0	0	0	1	0		Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	0	0	0	0	0	0	0	0	0		Oui	Golf 	Oui	Oui	Masculin	35 à 44 ans	35 à 44 ans	35 à 44 ans	BAC+4 et plus	Cadres et professions intellectuelles supérieures	Cadres et professions intellectuelles supérieures	Temps complet	Moins de 2000 habitants	Moins de 2000 habitants	Domicile conjugal	Marié(e), Pacsé(e)	2 enfants	Amateur	1 ans	1 ans	0	Emission TV	0	0	Sur Internet	0	0	Initiation online	0	Aucune	Aucune	Aucune	Aucune	Aucune	Aucune	Sur Internet	0	0	0	0	0	0	0	0	0	0	0	0	Internet	0	0	0	0	0	0	Oui	Oui	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	0	0	0	0	0	0	0	0	0	0	0	Jeux de grattage (Banco, Astro, etc.)	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	0	0	0	0	0	0	0	0	Texas hold'em	0	0	0	0	Cash game	0	0	Argent fictif	0	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	Cash game	0	0	Argent fictif	0	0	1 fois	1 fois	Moins d'un jour sur deux	Pratique on-line régulière	Pratique online régulière	Uniquement le week-end	0	0	Moins de 10E	Moins de 10E	Non	Non réponse	0	Non réponse	0	Non réponse	0	1	1	Non réponse	0	0	0	0	Oui	Sports de raquette (tennis, badmington, tennis de table, squash, golf, etc.)	0	0	Sports de raquette (tennis, badmington, tennis de table, squash, golf, etc.)	0	0	Oui	Moins de 10E	Moins de 10E	Entre 0 et 1 ans	35 à 44 ans	Moins d'un jour sur deux	Entre 0 et 1 ans
Masculin	1958	Luneville 54	Montlouis sur Loire	Marié(e), Pacsé(e)	0		Domicile conjugal	3	Temps complet	0		Artisan	Bac+2	Amateur	3 ans	Oui	Jeux de grattage (Banco, Astro, etc.)	Machines à sous	0	0	0	0	0	0	0	0	0	0	0		Amis	0	0	0	0	0	0		0	0	0	Aucune	Entre amis	Dans une association	0	0	0	0	0		En jouant sur Internet	En regardant des émissions TV	0	0	0	0	0	0	0		Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0		Texas hold'em	0	0	0	0	Tournoi	Cash game	0	Freeroll	Argent réel	0	Tous les jours	0	Plutôt le soir	0	Winamax, Chilipoker, Fullltilt	120	Oui	Entre 5 et 10E	Entre 5 et 10E	1	1	1	1	1		Oui	Jeux de grattage (Banco, Astro, etc.)	0	0	0	0	0	0	0	0	0	0		Non	 	Non	Oui	Masculin	45 à 54 ans	45 à 54 ans	45 ans et +	BAC+2 ou +3	Artisans, commerçants et chef d'entreprises	Artisans, commerçants et chef d'entreprises	Temps complet	2 000 habitants	2 000 habitants	Domicile conjugal	Marié(e), Pacsé(e)	3 enfants	Amateur	3 ans	3 ans	1 site	Amis	0	0	0	0	0	0	0	Aucune	Aucune	Entre 5 et 10E	Entre 5 et 10E	Entre 5 et 10E	Entre 5 et 10E	Entre amis	Dans une association	0	0	0	0	0	Entre amis	Dans une association	0	0	0	0	Parties privées	Clubs	0	0	0	0	0	Oui	Oui	Jeux de grattage (Banco, Astro, etc.)	Machines à sous	0	0	0	0	0	0	0	0	0	0	0	Jeux de grattage (Banco, Astro, etc.)	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	En regardant des émissions TV	0	0	0	0	0	0	0	Texas hold'em	Omaha	0	0	0	Sit & go	Tournoi	Cash game	Freeroll	Argent réel	0	Oui	Premier tournoi live	Texas hold'em	0	0	0	0	Tournoi	Cash game	0	Freeroll	Argent réel	0	Tous les jours	Tous les jours	Tous les jours	Pratique on-line quotidienne	Pratique online quotidienne	0	Plutôt le soir	0	100 à 999E	100 à 999E	Oui	1	1	1	1	1	1	1	1	1	1	0	0	0	Non	0	0	0	0	0	0	Non	Moins de 10E	Moins de 10E	Entre 2 et 3 ans	45 à 54 ans	Plus d'un jour sur deux	Entre 2 et 3 ans
Masculin	1971	Ile de la Réunion Saint Luis	Paris	Marié(e), Pacsé(e)	0		0	1	Temps complet	0		Directeur associé	Bac+5	Amateur	2 ans	Oui	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Paris hippiques	0	0	0	0	0	0	0	0	0	0	0		Amis	Collègues de travail	0	0	0	0	0		Dans une association ou un club	0	0	Plus de 50E	Dans un cercle de jeu	Dans une association	0	0	0	0	0		En jouant en live	En jouant sur Internet	En lisant des ouvrages spécialisés	En discutant avec des joueurs	0	0	0	0	0		Texas hold'em	Omaha	0	0	0	0	0	0	0	0	0		Texas hold'em	0	0	0	0	0	0	0	0	0	0	2 fois	0	Plutôt en journée	0	Winamax	10	Oui	Aucune	Entre 20 et 50E	4	5	3	2	1		Non	0	0	0	0	0	0	0	0	0	0	0		Oui	Football 	Oui	Non	Masculin	35 à 44 ans	35 à 44 ans	35 à 44 ans	BAC+4 et plus	Cadres et professions intellectuelles supérieures	Cadres et professions intellectuelles supérieures	Temps complet	Paris	Paris	0	Marié(e), Pacsé(e)	1 enfant	Amateur	2 ans	2 ans	0	Amis	0	0	0	0	0	0	0	Plus de 50E	Plus de 50E	Aucune	Aucune	Entre 20 et 50E	Entre 20 et 50E	Dans un cercle de jeux	Dans une association	0	0	0	0	0	Dans un cercle de jeux	Dans une association	0	0	0	0	Cercles de jeux	Clubs	0	0	0	0	0	Oui	Non	Jeux de tirage (Loto, EuroMillions, Keno, etc.)	Paris hippiques	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant en live	En jouant sur Internet	En lisant des ouvrages spécialisés	En discutant avec des joueurs	0	0	0	0	0	Texas hold'em	Omaha	0	0	0	0	0	0	0	0	0	Non	Expérience d'un tournoi live	Texas hold'em	0	0	0	0	0	0	0	0	0	0	2 fois	2 fois	Moins d'un jour sur deux	Pratique on-line régulière	Pratique online régulière	0	Plutôt en journée	0	10 à 99E	10 à 99E	Oui	4	4	5	5	3	3	2	2	1	1	0	0	0	Oui	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Sports de balle (football, rugby, basketball, handball, volleyball, etc.)	0	0	Oui	Moins de 10E	Entre 20 et 50E	Entre 2 et 3 ans	35 à 44 ans	Moins d'un jour sur deux	Entre 2 et 3 ans
Masculin	1972	Nice	Malakoff	Marié(e), Pacsé(e)	0		0	1	Temps complet	0		Ingénieur télécom	Ingénieur	Amateur	2 ans	Non	0	0	0	0	0	0	0	0	0	0	0	0	0		Internet	0	0	0	0	0	0		Sur Internet	0	0	Moins de 5E	En famille	Entre collègues de travail	Sur Internet	Dans une association	0	0	0		En jouant sur Internet	En regardant des émissions TV	En lisant des magazines	En lisant des ouvrages spécialisés	0	0	0	0	0		Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel		Texas hold'em	0	0	0	0	Tournoi	0	0	Argent réel	0	0	Non	0	0	0	Pokerstars, Winamax, Partypoker, Everest	160	Non	Entre 5 et 10E	Aucune	2	4	5	1	3		Non	0	0	0	0	0	0	0	0	0	0	0		Non	 	Non	Non	Masculin	35 à 44 ans	35 à 44 ans	35 à 44 ans	BAC+4 et plus	Cadres et professions intellectuelles supérieures	Cadres et professions intellectuelles supérieures	Temps complet	20 000 habitants	20 000 habitants	0	Marié(e), Pacsé(e)	1 enfant	Amateur	2 ans	2 ans	0	Internet	0	0	Sur Internet	0	0	Initiation online	0	Moins de 5E	Moins de 5E	Entre 5 et 10E	Entre 5 et 10E	Aucune	Aucune	En famille	Entre collègues de travail	Sur Internet	Dans une association	0	0	0	En famille	Entre collègues de travail	Dans une association	0	0	0	Parties privées	Internet	Clubs	0	0	0	0	Non	Non	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	En jouant sur Internet	En regardant des émissions TV	En lisant des magazines	En lisant des ouvrages spécialisés	0	0	0	0	0	Texas hold'em	0	0	0	0	Sit & go	Tournoi	Cash game	Argent fictif	Freeroll	Argent réel	Non	Expérience d'un tournoi live	Texas hold'em	0	0	0	0	Tournoi	0	0	Argent réel	0	0	Non	Non	Non pratiqué	Pratique on-line irrégulière	Pratique online irrégulière	0	0	0	100 à 999E	100 à 999E	Non	2	2	4	4	5	5	1	1	3	3	0	0	0	Non	0	0	0	0	0	0	Non	Moins de 10E	Moins de 10E	Entre 2 et 3 ans	35 à 44 ans	Pas une seule fois	Entre 2 et 3 ans
